latitude,longitude,altitude,imu_acc_x,imu_acc_y,imu_acc_z,imu_gyro_x,imu_gyro_y,imu_gyro_z,lidar_distance,speed,wind_speed,battery_level,obstacle_detected
37.78147475,-122.4193526,312.4378228,-2.447517041,1.473683431,1.450184258,69.64100672,99.34159957,-178.0340598,2.097685254,23.97917855,0.747949553,49.30659287,1
37.77203507,-122.4228423,153.4826369,-1.561534962,1.638191392,-1.383811335,-158.1851107,-3.239290723,89.67011088,10.93571356,7.158791533,7.997590026,55.27737494,0
37.77051869,-122.4146574,116.6602649,-2.39989146,2.519365085,0.374087334,114.2888022,-145.24828,111.7434348,89.67905409,27.18902325,14.61390854,82.8983092,0
37.77575392,-122.4286657,344.2234837,1.15146016,-0.438943267,-1.328097957,-164.507694,150.648984,144.4904078,83.79744028,9.375618072,6.177158364,43.46539712,0
37.76771848,-122.4199046,356.544166,-2.825760587,-1.23953454,-0.668321635,-130.5369428,60.71778847,45.67744916,84.17178402,29.4968413,8.920572139,46.75698675,0
37.78094394,-122.4226735,388.4697015,0.706443004,0.837985601,2.438677911,-80.96126741,-91.06170511,-59.95608182,41.42966502,29.7117012,11.28954502,32.8627469,0
37.76639101,-122.4109893,276.6096034,-2.155753015,-0.505632604,2.135037753,48.01132521,39.76363693,-26.19549628,14.58231449,14.95967603,19.90163224,51.92419224,0
37.78463774,-122.4291599,452.3245723,2.670968743,0.567590724,0.096105261,171.4892759,-34.1922615,169.1049896,11.23550489,29.69552682,15.16602676,26.92121058,0
37.7803449,-122.4183437,471.354239,2.598564439,-0.480085209,-1.571366235,-137.5837731,48.7258703,137.2272575,60.75747112,26.72671293,19.34230748,45.68275528,0
37.76887431,-122.4145867,413.3169229,-1.646981385,-2.08202528,-1.840896524,-128.6252391,-9.406477537,-13.13067272,82.90522886,7.060756924,13.86290948,49.87835048,0
37.76501044,-122.4196996,336.0170669,0.686527789,-0.18343949,2.724524118,-47.20665719,-5.230025914,159.5026826,90.06139097,28.68321409,5.381057762,40.43833059,0
37.78120923,-122.4276919,186.6744291,-2.831968083,1.145506932,-1.783700421,121.0388896,84.91755309,116.2637551,29.22879923,6.062859648,5.749776181,28.10864953,0
37.77903715,-122.4099508,492.3252147,2.590731258,1.795702846,1.849009865,-11.79685701,40.94126858,144.3923502,32.4421437,9.547857343,16.44928607,61.7333794,0
37.77948014,-122.4190398,173.3612752,0.137923849,-0.040042339,-0.786178743,-64.22018391,-151.2170312,65.87180445,10.53722736,19.61488852,8.554269824,89.20649358,0
37.78032541,-122.4171163,141.1956149,-2.740661091,-2.008572659,2.913959085,22.0333796,-156.4655146,128.7554556,77.55377403,7.01842946,7.404483868,46.85157966,0
37.76638089,-122.4246678,248.9693512,-0.945000042,-0.511873742,-0.791065558,-86.21164892,-70.1966745,141.0358109,27.93118198,9.043193925,18.90188053,38.94412571,0
37.77206931,-122.41973,75.57825682,-2.538903229,1.717763573,-0.890900251,-35.58243339,-25.11144125,-146.8740296,48.35248222,28.83729468,0.264663329,42.80305742,0
37.76721738,-122.420817,490.3225091,-0.642333364,-0.522844376,0.824781773,-60.26214628,-80.9198787,167.4781116,92.9252818,29.86719712,10.4993377,88.9509745,0
37.78216207,-122.4279021,314.7951004,1.019558053,1.179184762,2.76910084,109.4907681,54.52554891,-59.89928444,75.34546517,24.95341354,15.50153315,62.22460717,0
37.77736596,-122.4272768,300.6284412,-0.180660552,0.04328209,2.857257635,152.7320615,-109.7611446,-21.63617655,5.747420681,17.88023479,14.72338032,30.4632281,0
37.77151796,-122.4126505,345.108326,-0.697666952,-1.552661249,1.243236879,93.44598918,73.4907947,105.0853533,1.311382149,27.50752339,7.351487743,76.73773192,1
37.76617117,-122.4246036,273.6606415,-2.285057727,1.776903048,1.527638194,-21.92991263,98.33426708,59.36267001,78.84708863,7.797469272,10.71296624,32.34951466,0
37.77111965,-122.4255008,64.42858269,-1.530365726,-2.494719276,0.380413056,1.560591899,-135.2450493,141.5015685,55.47377358,28.57229673,0.111545894,24.81955224,0
37.77140367,-122.4193018,325.54008,-2.399140274,0.149341697,1.534654435,-134.9734702,54.29024761,-35.79344972,72.17327373,13.78882319,10.69660539,40.45479012,0
37.77949212,-122.4140251,372.2782446,1.84499239,-1.746653795,2.15867793,88.87129601,166.1169513,-45.61626108,16.10312452,26.53723478,11.80802453,33.44721436,0
37.77765115,-122.4281611,237.5370773,-2.188561032,-2.597606229,-0.083428181,34.73124458,-110.5834258,-168.5920142,87.26876107,21.70933515,17.49582675,68.39979795,0
37.78264425,-122.4178638,390.7830074,0.572240199,0.017603622,0.719173577,144.8783986,147.3490192,-13.4188644,77.44583541,29.0068576,4.214745396,58.76531259,0
37.7743443,-122.4270158,152.1505847,-0.943557518,-0.002627064,0.223900171,-107.7799883,38.17726174,80.66547732,89.13847195,26.61694869,16.50291425,77.92516404,0
37.76729188,-122.4286708,149.574466,-1.644129692,1.24140541,0.374823681,93.5014039,32.74015224,-71.57566165,34.43906022,27.19744534,14.36133022,60.92568402,0
37.7791649,-122.4283451,122.6376445,0.836810637,1.468504158,2.340287459,66.48179822,-161.3078344,-13.41845508,27.93266693,20.7938589,13.3206173,53.52047482,0
37.7801157,-122.4127167,217.3976419,-0.257986144,1.366748932,-0.866299019,-84.29560783,89.38810022,-101.0168033,15.59727827,25.82896327,7.887756486,62.09749524,0
37.77612554,-122.4270406,431.1554159,-0.599127196,-0.542647602,-1.750895846,60.25631023,-7.821701047,98.20361011,93.04380654,23.92827877,7.348687629,54.75888905,0
37.78031934,-122.428497,422.560428,0.557112029,0.790138723,-0.262319338,152.774417,79.62278106,-158.2158379,18.09450575,9.040578273,14.06522445,22.96695151,0
37.77477591,-122.420642,222.2708936,-0.052394229,0.461671456,-1.751488857,150.6369556,111.3051972,73.9378998,12.37206475,21.21492228,19.80446429,74.45592904,0
37.77535466,-122.4125201,315.1034312,-1.179094749,-0.470629463,-0.009597446,79.06556683,8.566694414,-43.58159577,19.67148179,8.704388663,8.107075184,96.9704261,0
37.77345082,-122.4241518,374.3673424,0.354367727,0.583276165,2.421048632,-162.6936795,-85.08804722,-165.025415,77.25248181,26.73640305,18.37199555,53.76268456,0
37.76540838,-122.4209657,158.5430486,1.016991459,2.68348726,0.704601123,134.0151614,-129.0339031,127.2490514,89.00815888,6.648744983,11.73090165,53.8986387,0
37.76705783,-122.4286015,125.6634887,-2.839841048,-1.842637538,2.13259712,56.80029852,-122.2188739,-4.420129255,81.18588892,29.67616675,17.36331307,23.66151029,0
37.76552858,-122.4204184,487.4431969,-0.204769627,2.434632575,-2.002854482,-68.24366885,132.0964754,35.75482906,56.54223601,15.01566665,4.343808941,91.23032677,0
37.77762821,-122.4178477,327.9007909,-2.653900292,-2.679266916,2.405241555,-112.5898698,-135.5118856,83.53104895,99.39148295,9.265733843,15.24464149,94.329711,0
37.77118712,-122.4179819,491.6370748,-1.881567516,-1.149664723,0.610722986,-138.1666093,-41.5101337,55.82679588,7.350979417,28.39187459,16.69887021,85.05112944,0
37.77507141,-122.4227515,201.9901942,0.363052404,-1.271128508,-2.809441268,-161.9147163,-59.66112734,83.10847349,86.78557194,6.135649656,16.6433828,28.50763772,0
37.78305133,-122.4230893,366.364265,2.197133492,0.758190647,0.798713732,91.47716926,131.56404,94.42140645,43.05752924,16.75264086,15.69422757,92.01789449,0
37.76988584,-122.4272675,150.1716364,2.296834075,-2.212650289,2.708381738,-95.09652038,-8.03033975,32.094551,45.7846737,24.2556782,6.083912595,21.91645307,0
37.77310766,-122.422064,167.5400771,-2.580335939,2.294085671,-2.524997997,-171.268943,178.7207102,-48.37038087,13.19569192,12.91876189,10.4390044,55.56594586,0
37.78001102,-122.4274101,280.3559546,-0.485369482,1.971308451,0.494736783,-36.98256534,85.33970867,-92.4688261,3.826580948,18.22086675,5.994095603,60.04989233,1
37.76947596,-122.4140681,193.8281565,0.498038898,0.912394918,2.492871617,-6.261450987,126.3324871,145.0451652,32.00451844,22.51032541,6.859318134,86.72016808,0
37.7664396,-122.4100745,125.4297037,-2.117580573,-0.249517009,-2.94182899,-119.0771169,-144.4779842,169.1729441,17.89792654,28.79941053,6.024377672,80.06873708,0
37.77069503,-122.4099985,168.2963159,1.5925933,2.597736253,0.785477559,-164.142599,-88.8831881,-51.24140816,48.59220623,7.567565982,5.68454096,83.76775172,0
37.76812443,-122.4120986,66.08677751,1.465411551,1.984479328,-0.150586249,-111.9148261,-131.2393696,-139.5681375,15.15938734,8.930667593,13.86843345,89.43207596,0
37.78349395,-122.4173842,366.9906297,2.420046082,-0.004109112,-0.918064088,64.47699426,-13.09608994,-99.88656224,14.22380978,17.72177238,13.00527399,58.08567364,0
37.78106241,-122.4153827,271.4524957,-2.949083927,1.211240127,0.76521894,-150.3922762,78.58349574,61.44024456,87.75940892,15.46187403,4.085284692,82.42018828,0
37.77756808,-122.4236959,92.40937988,-1.699894536,0.401579713,-2.683787432,19.813331,-119.1371154,-117.7439868,92.16882278,15.26990402,13.8303744,25.44264755,0
37.78232921,-122.4167846,127.2622969,1.963120285,0.52765343,1.518378278,-127.2916844,-133.139324,100.8440183,96.43951275,12.42403757,5.821371919,55.56371382,0
37.78097344,-122.420287,96.14054215,1.023480305,-1.014143583,-2.973123138,-109.5518975,41.25914956,152.2908864,68.20999307,19.01711996,4.034366691,22.41061399,0
37.7686314,-122.4197597,325.6667637,2.366339122,-0.227492372,-1.158385537,-38.49196202,-97.08740865,166.9145454,77.21614223,27.0822084,14.94503761,93.22520523,0
37.78275118,-122.4142445,92.39466363,-2.656922073,-2.531271415,0.023751826,-143.702879,-7.442974169,-176.6428178,83.66058315,9.023108513,7.257361856,96.67310256,0
37.77568684,-122.4237616,389.4270499,0.581783794,-0.85590785,-0.737866497,-117.646739,-161.597618,164.9354994,66.06274488,10.38215824,11.38701049,26.71512482,0
37.7810488,-122.4230392,59.22991369,0.414279449,1.174971092,-1.155144389,-54.37713188,65.02061234,86.46999089,33.35918892,21.77058744,4.002479209,62.61013155,0
37.78282183,-122.4109072,162.2191046,-2.785953502,2.719296183,1.985010873,-61.31915802,14.87389739,-149.7419164,16.06050634,6.404941357,12.27387675,46.01116851,0
37.77126007,-122.4282755,450.8000042,0.081132461,2.778384677,2.608995446,89.73773484,53.07224363,-30.51343124,24.10869406,21.84410499,4.159868692,47.40274277,0
37.76710104,-122.4196873,373.3390932,0.657121868,0.334337215,2.242276109,-153.0783702,-80.85370318,72.01637085,84.12119811,12.86140377,3.337538469,56.05600491,0
37.7694587,-122.411144,82.83574982,-1.852240955,0.639733511,0.134587878,129.7622648,-79.70292887,164.4067774,69.76167521,13.94634829,7.730571436,30.00527722,0
37.77344216,-122.4171927,419.506747,-1.360022501,-1.885672887,2.304985051,113.8435815,108.4897919,-120.9090983,45.85167847,15.13873435,15.80123679,34.4616159,0
37.7812603,-122.4184719,271.8658047,0.842084078,1.171848649,2.525169391,95.75699029,78.68243267,-134.0160185,3.425805179,13.73968904,3.530686965,66.18949281,1
37.78211461,-122.4244051,431.0523622,-0.190194314,-2.576047244,-0.544569618,-68.62594951,28.70231443,-9.955060826,26.98733486,26.03024053,2.34053135,21.50047275,0
37.76503904,-122.4225345,320.3328985,2.148081945,-1.291885885,-1.299324843,116.2374428,46.13165128,168.5156017,73.02530057,28.65171144,0.632953849,67.98408176,0
37.77511495,-122.412359,356.8248644,-0.945709404,1.010180084,-2.410408765,-114.1912511,-146.1440954,169.6965175,51.48252989,18.70028688,8.319315131,45.51337502,0
37.77324822,-122.4182156,497.0757022,-1.40004205,-1.138139211,-0.125448474,-135.2126859,128.2216696,-97.95069322,43.8354832,19.54696247,5.640501298,86.57651318,0
37.76934216,-122.4191052,154.5509957,2.909195642,-2.700918755,2.677781523,-163.8157199,97.16653188,-65.03502673,31.71110038,6.7620777,5.842169012,68.00052062,0
37.76729731,-122.4274084,330.7755086,2.466814621,1.991222456,0.365445168,158.1517307,32.57695218,146.8915148,60.88971714,22.82979821,19.63883886,76.64729606,0
37.7716523,-122.4290794,257.1446255,-2.82604353,-1.138019957,1.005372611,-69.11607683,150.6942472,84.54293671,96.65534584,19.60247182,3.882468058,29.1540145,0
37.78375819,-122.4101263,67.75337882,1.624371692,-2.621368651,-2.322697089,150.3424369,-119.2903532,170.0339143,90.16180251,6.259863095,9.16854101,41.26898917,0
37.77136406,-122.4218603,56.51178868,-2.337991357,-2.551271013,-2.138882015,-81.85911785,67.19665897,141.5334107,3.534544839,9.960641677,19.72736342,99.73356872,1
37.77527581,-122.4173357,103.65286,-2.835088831,-1.489447207,-0.213160428,146.7237454,166.67344,-102.5654219,48.35490535,10.04858551,0.612361052,54.69217975,0
37.77896038,-122.4278057,342.0912832,-1.357826904,-1.931904317,2.707588794,145.414459,-68.39677275,93.50166939,33.28219516,9.274198799,13.93314889,48.70921643,0
37.77217259,-122.4157377,305.2233896,-1.383924726,1.645800707,-0.83529215,152.5233762,-174.4947669,-162.5165166,51.3051639,21.46614887,7.421659045,89.90842872,0
37.78433564,-122.4107487,299.0433025,1.915912574,-1.06989572,2.264904248,-1.384761858,84.55228811,114.4198003,60.81826214,28.21099038,18.12195227,22.64596871,0
37.78414895,-122.4178867,64.33554314,1.264003476,1.82817471,-2.278268439,131.7406632,-177.4870832,36.56043448,20.40279277,24.07438313,18.23882875,62.78186893,0
37.76993565,-122.4268777,261.1863484,2.889656564,-1.956924013,0.702103242,162.2757226,134.1121137,164.1963465,78.26602292,16.93433713,7.744254719,36.8205771,0
37.77484497,-122.4177656,466.080268,1.269077402,-0.042724923,0.603677861,-63.13790092,-159.7315492,165.611684,47.76927098,15.10128245,4.429269306,49.45222332,0
37.77091757,-122.4140731,228.9163412,-0.49046668,1.128222801,2.1592485,-29.20521395,54.99530275,-161.7065608,99.20460246,14.66145263,8.560068766,35.98216575,0
37.77059681,-122.4212717,331.2151114,1.193565966,0.911945123,-2.980099774,78.92646744,-44.21370801,-122.2122652,3.000174881,20.03117394,19.30612549,23.02582076,1
37.76563774,-122.4118032,400.918404,2.996754403,0.60677646,-1.860409997,-71.87046418,-106.7973647,-5.685462965,19.37705803,13.98051647,5.627971782,53.32097072,0
37.77709129,-122.4164263,402.7663756,1.260851295,2.548929612,-1.681874247,91.37135121,143.3730239,136.617669,69.11816516,10.65304928,19.62635596,83.1362417,0
37.77495358,-122.411415,283.6760371,1.570088136,-1.628849114,2.699796529,-153.3988277,88.64850669,113.2002512,69.67038478,20.07107266,16.38782996,96.15635461,0
37.76592958,-122.4169299,436.0783754,2.630190091,-0.037684773,-2.077838062,8.459418344,-57.44139619,167.1732095,58.42772833,14.76763534,5.349046631,69.90823797,0
37.77047293,-122.4267742,226.120142,-2.318092432,2.3039553,-2.778225899,-135.9671457,-77.70488657,42.51028216,97.21002285,5.353120729,15.82138934,51.10696739,0
37.78306532,-122.4232062,449.9119467,1.228705761,-2.532637406,0.206768968,-74.40354848,84.9644259,-87.63713296,41.82384337,5.555777839,0.995988863,81.58842188,0
37.76969124,-122.4253641,158.1022249,2.104835748,-2.66467039,0.171350775,-86.8948587,121.1654745,-170.9616098,41.9951628,11.85341528,10.96126753,60.41791867,0
37.7677979,-122.4112235,176.0973831,2.726271601,-1.600186275,2.064281792,122.0155465,77.70616715,-99.74646334,91.09239814,17.81055499,7.146982783,49.40962239,0
37.77468906,-122.414192,73.90428089,-1.734184262,0.798127317,2.693157901,-110.3337881,50.39612101,63.09835126,54.07495731,13.85598769,8.538719968,34.3271754,0
37.78461301,-122.415872,408.0118264,0.023574046,-1.440722241,0.231272653,111.0412513,-97.94709893,153.4589364,35.69590233,5.60137881,9.457086761,83.69039875,0
37.76974111,-122.4233807,237.6748563,1.083329086,-1.858560697,2.579965095,105.8257245,127.009434,-64.47467977,72.03432959,10.57879409,10.0542552,60.03406324,0
37.77834271,-122.4257191,153.1024763,-1.515193623,-0.247186108,1.350954908,-0.402099999,89.87831405,135.2535589,62.15722651,7.410482717,13.12824549,97.1042993,0
37.78013239,-122.414271,154.3056249,0.60283718,0.681588413,-1.412645232,-95.81642799,6.218744316,-37.8366306,30.9878,28.71580003,13.93554056,84.15276803,0
37.76965275,-122.4199168,455.6299736,-1.454527305,-1.508653758,2.570524266,-98.31731762,4.171594416,-69.02235023,30.14391541,12.82085189,19.51408073,53.60128953,0
37.77946433,-122.4248842,425.2624702,-0.999257877,-1.19585288,1.004659057,-12.62712704,24.90229001,3.18392741,39.86347335,5.36915929,15.25557337,79.26800327,0
37.77225566,-122.4170676,299.0888984,-0.350887821,0.681355829,-0.515424404,-176.8287573,118.1795019,-20.78154273,7.626196533,21.5140813,13.75595551,56.27131943,0
37.77754612,-122.4285933,327.2498602,0.175140592,2.674430532,1.081452507,11.28627166,87.21343758,148.9679527,94.2903818,10.81119851,7.849177679,26.38925827,0
37.77757059,-122.4228766,263.4465067,-0.30380477,1.048450365,-0.592123034,163.0006293,128.2481978,-11.42749893,18.710494,19.16840638,2.35616129,61.33448412,0
37.77561549,-122.4200289,226.2499443,-0.040826881,1.697424862,-2.314897392,-124.3055225,2.621797797,-80.1592606,19.78551808,8.768636365,1.175768389,89.25828956,0
37.7667058,-122.4264408,461.9645965,-1.208467462,-0.799139431,1.313872483,26.40442373,44.87366125,123.3236079,64.8803213,29.60033088,9.553694207,88.43530548,0
